Criterion,Az,Ax,Ay,CV_Accuracy,CV_Discrimination,CV_Delta,CV_Male_Yes_Rate,CV_Female_Yes_Rate,CV_Mean_Score_Gap,CV_Near_Threshold_Count,Test_Accuracy,Test_Discrimination,Test_Delta,Test_Male_Yes_Rate,Test_Female_Yes_Rate,Test_Mean_Score_Gap,Test_Near_Threshold_Count,Fit_Lz,Fit_Lx,Fit_Lx_SAT,Fit_Lx_Gender,Fit_Ly,Weighted_Lz,Weighted_Lx,Weighted_Ly,Final_Converged
min_discrimination,1.0,0.01,0.5,0.7520325203252033,0.0,0.7520325203252033,0.2682926829268293,0.2682926829268293,0.008309245773556573,3,0.7580645161290323,0.03225806451612906,0.7258064516129032,0.2903225806451613,0.25806451612903225,0.023916737040348135,0,0.03237583073390443,0.30724214275432815,0.018598029551504126,0.288644113202824,0.4988571556773196,0.03237583073390443,0.0030724214275432817,0.2494285778386598,True
max_delta,1.0,0.01,0.5,0.7520325203252033,0.0,0.7520325203252033,0.2682926829268293,0.2682926829268293,0.008309245773556573,3,0.7580645161290323,0.03225806451612906,0.7258064516129032,0.2903225806451613,0.25806451612903225,0.023916737040348135,0,0.03237583073390443,0.30724214275432815,0.018598029551504126,0.288644113202824,0.4988571556773196,0.03237583073390443,0.0030724214275432817,0.2494285778386598,True
